param_value,n_nodes,run_id,tau,alpha
100,10,33,48893,0.0
100,10,34,59322,0.0
100,10,35,32821,0.0
100,10,36,70934,0.0
100,10,37,60876,0.0
100,10,38,38498,0.0
100,10,39,83497,0.0
100,10,40,90515,0.0
100,10,41,88335,0.0
100,10,42,63382,0.0
100,10,43,66056,0.0
100,10,44,40436,0.0
100,10,45,33521,0.0
100,10,46,60957,0.0
100,10,47,65374,0.0
100,10,48,39500,0.0
100,10,49,67021,0.0
100,10,50,73048,0.0
100,10,51,66704,0.0
100,10,52,60835,0.0
100,10,53,72864,0.0
100,10,54,64312,0.0
100,10,55,94951,0.0
100,10,56,59707,0.0
100,10,57,61067,0.0
100,10,58,55096,0.0
100,10,59,48938,0.0
100,10,60,58252,0.0
100,10,61,68048,0.0
100,10,62,66506,0.0
100,10,63,41685,0.0
100,10,64,67220,0.0
100,10,65,66227,0.0
100,10,66,116172,0.0
100,10,67,81615,0.0
100,10,68,75813,0.0
100,10,69,107774,0.0
100,10,70,89904,0.0
100,10,71,60548,0.0
100,10,72,72686,0.0
100,10,73,71948,0.0
100,10,74,65644,0.0
100,10,75,84836,0.0
100,10,76,47459,0.0
100,10,77,89302,0.0
100,10,78,70172,0.0
100,10,79,52586,0.0
100,10,80,62256,0.0
100,10,81,79264,0.0
100,10,82,36445,0.0
100,10,83,63097,0.0
100,10,84,60213,0.0
100,10,85,55131,0.0
100,10,86,52996,0.0
100,10,87,80391,0.0
100,10,88,40937,0.0
100,10,89,40160,0.0
100,10,90,55040,0.0
100,10,91,67275,0.0
100,10,92,75845,0.0
100,10,93,73351,0.0
100,10,94,50071,0.0
100,10,95,52781,0.0
100,10,96,51068,0.0
100,10,97,63446,0.0
100,10,98,112991,0.0
100,10,99,29541,0.0
100,10,100,49470,0.0
100,10,101,49930,0.0
100,10,102,41517,0.0
100,10,103,36889,0.0
100,10,104,38312,0.0
100,10,105,54166,0.0
100,10,106,101254,0.0
100,10,107,64536,0.0
